mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,pitch_mean,pitch_std,pitch_min,pitch_max,rms_mean,rms_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,label,filename
-142.03976440429688,53.477500915527344,56.812652587890625,59.23295211791992,37.00128173828125,34.013282775878906,17.369565963745117,21.79762840270996,7.225286960601807,14.004128456115723,3.1928677558898926,8.78007984161377,0.08211079239845276,6.642539024353027,-3.5665745735168457,9.603702545166016,-3.5236093997955322,9.364774703979492,-3.339482307434082,7.795766353607178,-3.100010871887207,6.995504379272461,-2.5250747203826904,5.732491970062256,-0.8135998249053955,5.266026973724365,221.10682678222656,102.1327896118164,67.95906066894531,397.2919006347656,0.2004653662443161,0.2002820074558258,0.23638298806179775,0.21367867157024945,2389.0990626572952,1442.5188879669715,4328.037219101124,2632.532209886216,2049.2808928268887,405.246020664302,dysarthria,sample_dysarthria_01.wav
-142.38900756835938,54.091583251953125,56.91495132446289,59.764312744140625,36.23866653442383,33.4119987487793,16.579269409179688,20.80565071105957,6.9239630699157715,12.192300796508789,3.7533681392669678,8.288400650024414,-0.5484073162078857,6.735823631286621,-3.37172269821167,9.9673490524292,-4.326023578643799,9.171402931213379,-4.8069682121276855,8.22352123260498,-3.3249943256378174,7.385866165161133,-1.6587520837783813,5.456196308135986,0.6045181751251221,5.3226542472839355,195.25747680664062,96.24287414550781,66.6954345703125,389.6788330078125,0.1961616724729538,0.19588884711265564,0.23528024051966293,0.2115841539197488,2404.3892859522543,1445.4662310550975,4343.662219101124,2624.141251148565,2046.2397981372012,409.7862633870937,dysarthria,sample_dysarthria_02.wav
-142.2069854736328,53.34831237792969,57.33435821533203,58.60465621948242,36.56877899169922,33.56293869018555,17.8023681640625,21.36216163635254,8.152032852172852,13.673099517822266,4.010980606079102,8.853075981140137,0.5428646206855774,6.061889171600342,-2.846055030822754,9.57674503326416,-3.5443084239959717,9.642321586608887,-3.6778781414031982,7.408524513244629,-3.041466236114502,6.490880966186523,-1.9059107303619385,6.393675804138184,0.20345567166805267,4.734506130218506,202.58578491210938,96.31851959228516,66.82798767089844,393.4350891113281,0.20121222734451294,0.2022268921136856,0.23265778616573032,0.2086746834157859,2381.366812372924,1431.589666982925,4318.030196629214,2627.3870781814458,2047.8255419734878,410.16912951687965,dysarthria,sample_dysarthria_03.wav
-145.93154907226562,55.552005767822266,52.45878219604492,60.131004333496094,30.50963592529297,33.800201416015625,12.857718467712402,20.391843795776367,5.707853317260742,11.820940017700195,2.290407180786133,7.77759313583374,-1.104474425315857,8.625179290771484,-2.9930360317230225,10.48394775390625,-4.065158367156982,9.017884254455566,-3.3772237300872803,7.950497627258301,-2.7288644313812256,6.367150783538818,-0.9856317639350891,5.969842910766602,0.7181603312492371,4.787030220031738,229.5269317626953,98.35208892822266,76.07281494140625,399.1641845703125,0.17227664589881897,0.18980246782302856,0.2663552224099099,0.2127217326542651,2557.996275915412,1426.958218914394,4596.846846846847,2549.0529758328107,2070.366892070053,399.318572866516,dysarthria,sample_dysarthria_04.wav
-141.22691345214844,53.0779914855957,58.453617095947266,59.164100646972656,37.73319625854492,33.410980224609375,17.366310119628906,21.831005096435547,7.89484977722168,13.861272811889648,4.166201591491699,8.77580451965332,-0.4047848880290985,6.1429123878479,-3.1982362270355225,9.946715354919434,-3.595560073852539,9.383490562438965,-3.3142454624176025,7.370728492736816,-2.6795685291290283,6.786957263946533,-1.7843437194824219,5.792306900024414,-0.13748617470264435,4.6162333488464355,210.0897979736328,95.73638916015625,68.2572021484375,393.734130859375,0.20363904535770416,0.19953776895999908,0.23488573096264367,0.21950954006496207,2358.4107096076204,1449.7553509419736,4257.183908045977,2637.2756684599394,2040.5890530414522,406.80493094986,dysarthria,sample_dysarthria_05.wav
-142.276611328125,53.955867767333984,57.65530014038086,59.6455192565918,36.819515228271484,33.28513717651367,15.772254943847656,21.09742546081543,6.3119988441467285,12.606668472290039,3.0392978191375732,8.808237075805664,-0.624291181564331,6.5815300941467285,-3.9036707878112793,10.718171119689941,-4.200462341308594,9.883111000061035,-4.329065322875977,8.385721206665039,-3.634371757507324,6.974600791931152,-2.0251004695892334,5.7164812088012695,0.4831506609916687,5.156019687652588,209.1483917236328,95.76670837402344,67.35896301269531,394.0119323730469,0.20234587788581848,0.20280103385448456,0.23672313904494383,0.21470269161436986,2396.5430337266953,1456.4766997750996,4321.1025280898875,2639.953844004996,2045.9154110423494,417.9101748784706,dysarthria,sample_dysarthria_06.wav
-143.6798858642578,54.45438766479492,57.34041976928711,59.52001190185547,36.898223876953125,32.416934967041016,16.725984573364258,20.9311580657959,6.877285003662109,12.751209259033203,3.0706660747528076,8.555965423583984,-0.32981640100479126,6.682293891906738,-3.499128818511963,10.1549654006958,-4.1551737785339355,9.961723327636719,-3.741163969039917,8.886518478393555,-3.7381246089935303,7.551113128662109,-1.8636845350265503,5.953884124755859,0.7986772656440735,4.655091762542725,216.14976501464844,99.21521759033203,66.92798614501953,399.1650695800781,0.19781269133090973,0.20034289360046387,0.23644333742977527,0.2137470941438413,2404.486645734783,1450.0996210551932,4331.372893258427,2638.8284667310577,2047.1411527380012,415.1099381170367,dysarthria,sample_dysarthria_07.wav
-141.66531372070312,54.46581268310547,57.85942840576172,60.30792236328125,36.37028884887695,32.489784240722656,15.906627655029297,20.419681549072266,6.474396705627441,11.574243545532227,2.4749808311462402,8.216087341308594,-1.4597874879837036,7.730685234069824,-4.225973606109619,10.815698623657227,-4.718718528747559,9.656511306762695,-3.98740553855896,8.31884765625,-3.760979175567627,7.169275760650635,-2.187279462814331,5.856185436248779,0.6944828033447266,4.25501012802124,219.03005981445312,98.09796905517578,69.79594421386719,396.9375,0.20055650174617767,0.20161846280097961,0.23951018258426968,0.21464269642513298,2404.841356991116,1450.7965861268235,4337.693117977528,2631.493177509593,2042.76895911369,421.712320716574,dysarthria,sample_dysarthria_08.wav
-133.19996643066406,62.500091552734375,61.63717269897461,64.09819030761719,31.877391815185547,31.310848236083984,11.085290908813477,19.401262283325195,5.386063098907471,11.35941219329834,1.5934473276138306,8.351119995117188,-2.8743274211883545,9.860301971435547,-4.325191020965576,9.823461532592773,-3.9138314723968506,8.73778247833252,-3.3299293518066406,7.134920597076416,-2.1366546154022217,7.293971538543701,-0.09405618160963058,7.055281639099121,0.428867369890213,4.406859397888184,233.80221557617188,95.72866821289062,70.08492279052734,398.8838195800781,0.19529367983341217,0.19904446601867676,0.2492555712090164,0.21405272273194817,2429.3374812922043,1444.174686950254,4356.8775614754095,2617.681639642483,2023.8332070304928,433.66266196017386,dysarthria,sample_dysarthria_09.wav
-140.13320922851562,53.376487731933594,59.82036209106445,60.265323638916016,37.27745819091797,32.930999755859375,16.53427505493164,21.2932186126709,7.209335803985596,12.591124534606934,3.0784177780151367,8.138883590698242,-0.06671464443206787,6.9753828048706055,-3.8559062480926514,10.957855224609375,-4.341949939727783,9.390128135681152,-3.736948013305664,8.181225776672363,-3.0878682136535645,6.953296184539795,-1.2957217693328857,5.906839370727539,0.48762691020965576,4.663105010986328,207.86537170410156,95.76175689697266,68.59541320800781,398.981689453125,0.2067454308271408,0.20218321681022644,0.23280228015988372,0.216032317596852,2350.3613140899906,1462.701731492124,4221.021075581395,2661.9266639562925,2027.1947001853368,421.4548535255087,dysarthria,sample_dysarthria_10.wav
